ID	RA	e_RA	DEC	e_DEC	Sint	e_Sint	Spk	e_Spk	MAJAX	e_MAJAX	MINAX	e_MINAX	PA	e_PA	Island_RMS	S_Code	Mosaic_Name
J134342.3+541708	205.92647	2.0	54.28573	2.0	126.6	13.6	123.0	12.6	25.6	0.6	25.2	0.6	12.9	58.2	2.9	S	R42D65
J134607.3+540117	206.53079	2.1	54.02165	2.1	398.6	40.3	121.7	12.6	54.0	1.8	39.4	1.1	69.9	5.0	3.1	M	R42D65
J134605.2+540209	206.52179	2.3	54.03601	2.7	472.1	47.6	57.9	6.6	76.7	4.2	51.8	2.5	79.9	7.3	3.1	M	R42D65
J134552.6+540413	206.46947	2.4	54.07047	2.3	1506.5	151.0	170.7	17.4	124.9	3.8	52.4	1.4	-34.6	2.6	3.1	M	R42D65
J134608.6+534926	206.53607	2.7	53.8241	3.3	58.0	7.5	25.5	4.3	42.8	6.3	33.2	4.2	17.4	26.8	3.2	S	R42D65
J134545.5+534627	206.43985	2.5	53.7742	2.3	40.3	6.7	30.9	4.5	30.8	3.5	26.5	2.7	-63.5	33.0	3.2	S	R42D65
J134423.7+541002	206.09898	2.3	54.16736	2.6	38.8	6.3	29.2	4.3	31.9	3.7	26.1	2.6	-4.4	25.1	3.0	S	R42D65
J134324.4+541049	205.85168	2.0	54.18045	2.0	94.1	10.7	91.2	9.6	26.3	0.9	24.5	0.8	0.0	19.5	3.0	S	R42D65
J134255.0+541431	205.72955	2.0	54.2422	2.0	1444.6	144.7	1098.5	109.9	31.8	0.1	25.2	0.1	-0.7	0.6	3.0	M	R42D65
J134223.1+540540	205.59656	2.3	54.09461	2.3	40.0	6.5	33.7	4.6	27.8	2.6	26.7	2.4	8.5	90.0	3.0	S	R42D65
J135717.7+524326	209.32391	2.0	52.72412	2.0	253.8	26.6	214.1	21.9	27.8	0.6	26.6	0.6	-6.0	21.0	4.7	S	R43D65
J135502.6+525532	208.76118	2.3	52.92568	2.2	58.3	9.7	49.9	6.8	28.7	2.8	25.5	2.3	-68.0	33.6	4.5	S	R43D65
J135410.0+525122	208.54169	2.4	52.85611	2.4	57.5	9.3	44.1	6.3	30.1	3.2	27.1	2.7	-42.2	42.2	4.3	S	R43D65
J135256.5+524019	208.23563	2.1	52.67211	2.1	128.2	14.3	96.6	10.5	30.3	1.3	27.3	1.1	5.8	15.8	3.8	S	R43D65
J135340.9+531311	208.42078	2.0	53.21995	2.0	348.1	35.6	326.5	33.0	26.2	0.4	25.5	0.3	-35.1	19.1	4.4	S	R43D65
J135223.9+531252	208.09967	2.2	53.21459	2.2	62.3	9.2	53.0	6.7	28.2	2.3	26.1	2.0	-21.3	40.9	4.0	S	R43D65
J135100.4+530621	207.75192	2.0	53.10607	2.0	745.1	75.0	628.0	62.9	27.8	0.2	25.3	0.2	-32.8	2.9	3.7	M	R43D65
J135456.0+521558	208.73363	2.0	52.26629	2.0	276.1	28.3	210.5	21.4	29.7	0.6	27.6	0.5	73.8	9.9	3.7	S	R43D65
J135239.9+523004	208.16644	2.6	52.50127	2.3	69.5	9.2	41.2	5.8	36.2	3.8	29.2	2.6	86.1	19.4	3.8	C	R43D65
J135233.6+523004	208.14021	2.4	52.50117	2.2	79.7	10.0	51.7	6.5	35.6	3.1	27.1	1.9	87.0	11.9	3.8	C	R43D65
J135130.2+522435	207.87589	2.1	52.40998	2.4	131.9	14.2	62.7	7.3	43.4	3.0	30.3	1.6	-2.1	8.9	3.6	S	R42D64
J135137.1+524400	207.90474	2.0	52.73347	2.0	164.9	17.6	151.8	15.6	26.2	0.6	25.9	0.6	83.7	66.0	3.5	S	R43D65
J135127.7+524125	207.86549	2.0	52.69051	2.1	108.2	12.4	95.1	10.2	28.3	1.1	25.1	0.9	-26.8	11.9	3.5	S	R43D65
J135038.5+522923	207.66077	2.1	52.48986	2.1	70.0	9.0	55.2	6.5	28.7	1.9	27.6	1.7	-29.7	68.3	3.3	S	R42D64
J134745.5+523050	206.93982	2.0	52.51404	2.0	105.5	11.8	92.7	9.8	27.4	0.9	26.0	0.9	17.3	29.4	3.0	S	R42D65
J134912.0+533254	207.30026	2.3	53.54847	2.2	46.9	8.0	42.4	5.7	26.9	2.5	25.7	2.3	-78.0	82.0	3.8	S	R42D65
J134854.7+533150	207.22826	2.4	53.53077	2.4	56.6	8.4	39.8	5.6	31.8	3.4	28.0	2.7	53.7	36.0	3.7	S	R42D65
J134744.5+533608	206.93542	2.0	53.60229	2.0	328.5	33.4	313.6	31.6	26.0	0.3	25.1	0.3	-38.0	14.5	3.4	S	R42D65
J134706.2+534000	206.77623	2.3	53.66668	2.2	69.7	8.8	44.5	5.7	32.4	2.7	30.2	2.4	68.5	48.8	3.3	S	R42D65
J134545.3+533254	206.43886	2.0	53.54853	2.0	1604.8	160.8	480.5	48.2	56.8	0.5	34.2	0.2	83.7	0.9	3.2	M	R42D65
J134559.7+532916	206.49896	2.0	53.48791	2.0	810.1	81.4	547.6	54.9	33.7	0.2	24.7	0.1	36.1	1.0	3.2	M	R42D65
J134454.0+531251	206.2252	2.3	53.21428	2.4	28.1	6.1	27.6	4.2	26.0	3.1	24.4	2.7	24.9	76.5	3.1	S	R42D65
J134454.9+534829	206.22884	2.0	53.80814	2.0	484.0	48.7	475.2	47.6	25.3	0.2	25.2	0.2	65.7	70.9	3.1	S	R42D65
J134433.3+534428	206.13905	2.7	53.74129	2.1	135.3	14.1	49.3	5.8	55.7	4.1	30.8	1.7	-81.8	7.2	3.1	S	R42D65
J134258.4+535304	205.74371	2.0	53.8845	2.0	96.7	10.9	87.5	9.2	27.1	1.0	25.5	0.8	-1.3	23.7	2.9	S	R42D65
J134254.5+534225	205.72733	2.0	53.7072	2.0	132.4	14.1	92.5	9.7	33.9	1.2	26.4	0.8	-42.6	6.8	2.9	S	R42D65
J134156.8+534421	205.48694	2.2	53.73935	2.2	65.3	8.0	44.0	5.3	32.6	2.4	28.5	1.9	45.3	23.1	2.8	S	R42D65
J134151.0+534230	205.46271	2.0	53.70852	2.0	88.6	10.1	78.5	8.4	26.9	1.0	26.2	1.0	-34.5	58.5	2.8	S	R42D65
J134133.6+534445	205.39012	2.0	53.74609	2.0	6618.1	661.9	1681.4	168.2	73.6	0.2	33.5	0.1	-54.5	0.2	2.8	M	R42D65
J134418.1+532922	206.07573	2.4	53.48957	2.5	27.6	6.0	25.7	4.0	26.7	3.3	25.2	3.0	-3.0	89.0	3.1	S	R42D65
J134257.8+533424	205.74123	2.5	53.57348	2.4	43.0	6.4	28.4	4.2	32.3	3.7	29.3	3.1	88.6	47.3	2.9	S	R42D65
J134342.5+531849	205.92735	2.1	53.31376	2.1	111.4	12.2	78.1	8.4	32.1	1.4	27.8	1.1	-58.8	13.2	3.0	S	R42D65
J134102.9+533604	205.26221	2.4	53.60127	2.4	22.2	5.3	22.5	3.6	26.0	3.3	23.7	2.8	-32.3	56.5	2.8	S	R42D65
J134003.8+532935	205.01611	2.1	53.49321	2.1	55.0	7.3	54.3	6.1	25.5	1.3	24.8	1.3	-13.7	85.2	2.8	S	R42D65
J134642.6+525607	206.67751	2.0	52.93537	2.0	96.3	11.1	88.6	9.4	26.5	1.0	25.6	0.9	-43.5	47.6	3.2	S	R42D65
J134723.6+524837	206.8484	2.2	52.81046	2.2	60.4	8.1	48.3	5.9	29.5	2.2	26.4	1.7	56.6	28.5	3.2	S	R42D65
J134438.4+525908	206.1604	2.0	52.98569	2.0	997.6	99.9	982.5	98.3	25.4	0.1	25.0	0.1	-42.8	7.8	3.1	S	R42D65
J134424.7+525313	206.10329	2.2	52.88717	2.2	102.1	11.3	58.6	6.7	40.7	2.6	26.8	1.3	49.7	7.6	3.0	S	R42D65
J134409.4+525401	206.03957	2.0	52.90037	2.0	290.4	29.5	203.6	20.6	34.3	0.6	26.0	0.4	37.6	3.5	3.0	S	R42D65
J134541.6+523337	206.42348	2.0	52.56046	2.0	332.9	33.6	250.5	25.2	29.2	0.4	28.5	0.3	76.5	23.7	2.9	S	R42D65
J134310.6+525342	205.79437	2.0	52.8951	2.0	280.8	28.5	272.4	27.4	25.6	0.3	25.2	0.3	-41.6	29.4	2.9	S	R42D65
J134301.2+525002	205.75531	2.4	52.83394	2.7	25.1	5.6	21.8	3.7	29.9	4.5	24.0	3.0	-24.0	28.9	2.9	C	R42D65
J134236.4+524315	205.65179	2.0	52.72105	2.0	322.6	33.0	216.8	21.9	33.5	0.6	24.4	0.3	-34.6	2.3	2.9	M	R42D65
J134345.6+530838	205.94019	2.4	53.14401	2.4	29.1	5.9	26.6	4.0	28.5	3.5	24.0	2.5	-41.4	29.6	3.0	S	R42D65
J134204.7+530413	205.51988	2.2	53.07045	2.2	34.6	6.0	31.9	4.3	26.4	2.4	25.6	2.3	-0.8	90.0	2.8	S	R42D65
J134130.5+531404	205.37749	2.9	53.23456	2.9	44.1	6.1	23.4	3.7	43.5	6.4	27.1	2.9	-45.1	14.2	2.8	S	R42D65
J133959.2+532007	204.99683	2.0	53.33545	2.0	266.4	27.1	256.8	25.8	25.8	0.3	25.1	0.3	-50.1	17.0	2.8	S	R42D65
J133921.3+532011	204.83916	2.5	53.33658	3.1	30.7	5.5	20.7	3.6	35.1	5.7	26.5	3.4	-10.1	23.9	2.8	S	R42D65
J134016.6+524822	205.06943	2.2	52.80628	2.2	53.8	7.2	39.2	4.9	31.6	2.6	27.2	2.0	36.3	22.6	2.8	S	R42D65
J134020.0+530646	205.0835	2.1	53.11302	2.1	67.7	8.3	54.8	6.2	29.1	1.6	26.6	1.4	21.9	25.6	2.8	S	R42D65
J133952.2+525948	204.96768	2.5	52.99681	4.1	56.7	6.9	22.0	3.6	55.7	8.7	28.9	3.1	-12.0	11.9	2.8	S	R42D65
J133932.8+525747	204.8867	2.0	52.96324	2.0	415.0	41.8	410.8	41.2	25.3	0.2	24.9	0.2	-71.0	18.5	2.8	S	R42D65
J134443.5+550300	206.18146	2.0	55.05007	2.0	1700.7	170.1	1609.2	160.9	25.9	0.0	25.5	0.0	32.3	2.4	2.6	S	R42D66
J134419.7+550440	206.08244	2.3	55.07785	2.6	77.8	8.6	35.1	4.4	48.8	4.4	28.4	1.8	-29.1	6.7	2.6	S	R42D66
J134242.9+550853	205.67915	2.1	55.14822	2.1	58.7	7.3	47.2	5.4	28.7	1.7	27.0	1.5	-46.7	36.8	2.6	S	R42D66
J134135.9+551437	205.39977	2.2	55.24376	2.2	44.2	6.0	33.0	4.2	29.8	2.4	28.1	2.2	-29.6	56.7	2.5	S	R42D66
J134042.3+550509	205.17654	2.1	55.086	2.1	127.0	14.0	74.5	7.9	35.5	1.6	27.2	1.0	71.2	7.2	2.6	M	R42D66
J134257.7+544715	205.74054	2.5	54.78753	2.8	33.3	5.4	21.6	3.5	33.7	4.6	28.6	3.4	-3.0	33.2	2.6	S	R42D66
J133749.6+550102	204.45686	2.0	55.01732	2.0	689.7	69.1	601.7	60.2	27.4	0.1	26.1	0.1	-48.2	5.6	2.7	S	R41D66
J133658.7+551353	204.24477	2.1	55.2314	2.1	46.4	6.6	41.9	5.0	27.7	1.9	25.0	1.6	-33.4	29.1	2.7	S	R41D66
J133707.3+545737	204.28064	2.5	54.96049	2.4	23.1	5.3	21.6	3.5	27.3	3.7	24.5	3.0	-74.6	53.5	2.8	S	R41D66
J134140.8+542345	205.42038	2.0	54.39603	2.0	114.2	12.4	94.2	9.9	28.6	0.9	26.5	0.8	87.0	17.3	2.8	S	R42D65
J134048.7+543947	205.20297	2.0	54.66307	2.0	242.9	24.6	160.6	16.3	34.8	0.6	27.2	0.4	59.5	3.3	2.6	S	R42D65
J134100.4+543018	205.25186	2.0	54.50512	2.0	264.4	26.8	249.6	25.1	25.9	0.3	25.6	0.3	-35.5	42.6	2.7	S	R42D65
J134006.2+542844	205.02615	2.0	54.479	2.0	91.6	10.2	81.5	8.6	26.6	0.9	26.4	0.9	35.0	0.0	2.7	S	R42D65
J133941.2+542712	204.92189	2.4	54.45339	2.4	31.8	5.5	24.7	3.7	28.8	3.3	28.0	3.2	-37.4	90.0	2.7	S	R42D65
J133916.4+543239	204.8186	2.0	54.54442	2.0	83.9	9.5	78.6	8.3	26.5	0.9	25.1	0.8	14.1	26.2	2.6	S	R42D65
J134238.8+541154	205.66188	2.0	54.19851	2.0	179.9	18.7	175.0	17.8	25.8	0.5	24.9	0.4	-35.0	18.9	3.0	S	R42D65
J134158.4+541524	205.49365	2.0	54.25673	2.0	455.2	45.8	428.6	43.0	26.1	0.2	25.4	0.2	-22.5	10.8	3.0	S	R42D65
J134117.7+540609	205.32378	2.1	54.10257	2.2	117.5	12.6	70.1	7.7	38.6	2.0	27.1	1.1	-22.7	6.5	3.0	S	R42D65
J134108.0+540925	205.28374	2.2	54.15697	2.2	36.7	6.3	36.5	4.7	25.7	2.1	24.5	1.9	81.0	71.7	3.0	S	R42D65
J134019.0+541241	205.07957	2.0	54.2115	2.0	120.9	13.0	101.5	10.6	29.5	0.9	25.2	0.7	-8.7	8.4	2.9	S	R42D65
J133919.5+541928	204.83134	2.1	54.32465	2.2	70.3	8.4	50.1	5.8	33.8	2.2	26.0	1.4	37.6	10.2	2.8	S	R42D65
J133608.0+544806	204.03371	2.1	54.80175	2.1	65.0	8.1	53.6	6.1	28.4	1.6	26.7	1.5	-13.3	38.2	2.9	S	R41D66
J133556.8+544335	203.98686	2.0	54.72649	2.1	92.1	10.4	76.1	8.2	29.1	1.2	26.0	1.0	16.7	16.6	2.9	S	R41D66
J133528.0+544640	203.86696	2.3	54.77795	2.4	30.7	5.9	26.8	4.0	27.3	3.1	26.2	2.9	-7.2	90.0	2.9	S	R41D66
J133444.5+544926	203.68573	2.1	54.82406	2.1	215.8	22.7	122.5	12.6	41.5	1.5	22.8	0.5	-40.7	2.6	2.9	M	R41D66
J133558.1+542406	203.9924	2.0	54.4018	2.0	108.1	11.8	92.1	9.6	28.9	0.9	25.4	0.7	35.9	9.6	2.7	S	R42D65
J133431.6+543931	203.63206	2.3	54.65878	2.3	58.0	7.4	36.4	4.8	33.8	3.0	29.5	2.4	-33.0	28.8	2.9	S	R41D66
J133334.4+542742	203.39346	2.0	54.46174	2.0	603.5	60.7	247.5	24.9	45.4	0.7	27.5	0.3	-31.7	1.4	2.9	M	R42D65
J133330.0+543017	203.37515	2.0	54.50493	2.1	90.3	10.3	76.0	8.2	28.5	1.2	26.0	1.0	-19.0	18.8	2.9	S	R41D66
J133515.1+552542	203.81294	3.2	55.42838	2.5	35.5	6.1	22.7	3.9	36.2	5.8	27.0	3.4	86.2	24.3	3.0	C	R41D66
J133513.6+552502	203.80688	2.1	55.41732	2.1	72.0	8.9	59.6	6.7	28.3	1.5	26.7	1.4	-31.4	38.3	3.0	C	R41D66
J133546.6+551823	203.94437	2.1	55.30642	2.1	115.0	12.5	78.9	8.5	34.2	1.5	26.6	1.0	-64.2	8.6	3.0	S	R41D66
J133334.3+554004	203.3932	2.1	55.66801	2.1	113.8	12.4	71.4	7.8	32.6	1.5	30.6	1.4	-55.4	31.4	3.0	C	R41D66
J133336.0+553923	203.40021	2.1	55.65648	2.1	113.5	12.4	75.5	8.2	32.1	1.4	29.3	1.2	2.1	20.9	3.0	C	R41D66
J133459.1+551416	203.74651	2.1	55.23791	2.1	98.6	11.0	66.8	7.4	35.1	1.9	26.3	1.1	-15.4	9.0	3.0	S	R41D66
J133422.9+550551	203.5955	2.0	55.09773	2.0	111.4	12.3	91.0	9.6	28.2	1.0	27.1	0.9	51.7	35.3	3.0	S	R41D66
J133001.8+554635	202.50754	2.0	55.77659	2.0	239.9	24.5	226.4	22.8	26.7	0.4	24.9	0.3	-50.6	7.9	3.0	S	R41D66
J133020.9+554159	202.58713	2.6	55.69985	2.7	27.4	5.7	21.7	3.8	29.2	4.3	27.0	3.7	38.8	76.6	3.0	S	R41D66
J132953.1+554228	202.47141	2.0	55.70795	2.0	237.1	24.3	222.6	22.5	26.1	0.4	25.5	0.3	31.9	23.8	3.0	S	R41D66
J132801.6+554214	202.00682	2.1	55.70395	2.0	102.8	11.6	88.8	9.5	28.7	1.1	25.2	0.9	-88.9	12.0	3.2	S	R41D66
J132705.9+553949	201.77495	2.0	55.66386	2.1	116.4	12.9	91.1	9.7	30.7	1.2	26.1	0.9	-36.2	9.7	3.3	S	R41D66
J132733.2+552929	201.88875	2.1	55.49159	2.1	95.5	11.3	71.4	8.1	29.5	1.6	28.4	1.5	-60.2	55.6	3.6	S	R41D66
J133409.4+550148	203.53957	2.0	55.03014	2.0	2146.6	214.8	1659.3	166.0	31.5	0.1	26.3	0.0	-36.0	0.5	3.0	M	R41D66
J133414.3+550053	203.55977	2.0	55.01498	2.0	1530.9	153.2	1194.8	119.5	29.3	0.1	28.6	0.1	59.1	4.8	3.0	M	R41D66
J133008.3+550628	202.53481	2.5	55.10782	2.4	31.8	7.0	29.2	4.7	28.4	3.9	24.0	2.8	55.9	33.2	3.6	S	R41D66
J133253.0+544103	203.22118	2.1	54.68437	2.2	159.3	16.4	73.9	7.9	51.4	2.5	26.2	0.8	-33.7	4.0	2.8	S	R41D66
J133212.3+543659	203.05142	2.1	54.61652	2.1	103.3	11.3	64.2	7.1	38.1	2.1	26.4	1.1	-52.7	6.8	2.9	S	R41D66
J133047.9+544700	202.69972	2.1	54.78345	2.0	207.0	22.0	124.2	12.8	36.8	1.3	22.7	0.5	-16.1	3.0	3.1	M	R41D66
J132909.8+550937	202.29109	2.3	55.16038	2.5	46.8	8.1	36.6	5.5	30.6	3.7	26.2	2.7	-23.6	31.6	3.9	S	R41D66
J132801.5+550917	202.00633	2.2	55.15481	2.2	78.6	10.4	59.4	7.3	30.4	2.3	27.2	1.9	29.9	28.4	4.1	S	R41D66
J132737.1+550406	201.90469	2.0	55.06853	2.0	5536.6	553.7	5263.2	526.3	25.9	0.0	25.4	0.0	55.7	1.1	4.0	S	R41D66
J132635.7+551442	201.64896	2.0	55.24517	2.0	897.1	90.0	857.8	85.9	25.8	0.1	25.3	0.1	-18.0	8.3	3.8	S	R41D66
J132423.9+550624	201.09995	2.3	55.1069	2.7	44.4	6.9	30.8	4.6	35.0	4.4	25.7	2.5	-5.6	16.0	3.3	S	R41D66
J132455.0+545406	201.22955	2.0	54.9017	2.0	1957.6	195.8	1790.4	179.1	26.6	0.0	25.7	0.0	-8.1	1.2	3.2	S	R41D66
J134047.3+534801	205.19734	2.1	53.80038	2.1	63.0	7.9	56.7	6.4	27.0	1.4	25.7	1.3	-66.3	43.9	2.8	S	R42D65
J133841.7+535055	204.67397	2.2	53.84866	2.2	43.5	6.5	38.0	4.8	27.2	2.1	26.2	2.0	-67.9	86.0	2.8	S	R42D65
J133842.0+535455	204.67517	3.1	53.91536	2.6	40.1	5.9	22.6	3.7	40.5	6.1	27.4	3.1	-61.5	16.9	2.8	S	R42D65
J133715.6+540008	204.31519	2.1	54.00244	2.1	57.3	7.4	48.4	5.6	27.4	1.6	26.9	1.6	-25.0	90.0	2.7	S	R42D65
J133832.3+534138	204.63495	2.0	53.69407	2.0	432.5	43.8	395.2	39.6	26.7	0.2	24.6	0.2	-53.1	3.9	2.8	M	R42D65
J133823.9+533748	204.59969	2.1	53.63015	2.1	60.6	7.8	58.4	6.5	26.1	1.3	24.8	1.2	80.5	39.0	2.8	S	R42D65
J133757.9+534821	204.4913	2.1	53.80601	2.4	71.6	8.4	46.0	5.4	39.7	3.0	24.5	1.3	-6.0	6.4	2.8	S	R42D65
J133812.3+534454	204.55159	2.2	53.74853	2.2	39.5	6.2	38.2	4.7	27.2	2.1	23.8	1.6	-41.3	23.3	2.8	S	R42D65
J133747.5+534030	204.44794	2.5	53.67512	2.8	25.2	5.3	19.8	3.5	30.0	4.7	26.5	3.7	-1.1	50.6	2.8	S	R42D65
J133618.9+534221	204.0789	2.4	53.70605	2.3	27.7	5.6	25.5	3.9	26.7	3.1	25.4	2.8	-59.6	90.0	2.9	S	R42D65
J133609.6+540009	204.04034	2.1	54.00262	2.1	95.9	10.6	68.2	7.4	30.4	1.3	29.0	1.2	-2.8	37.5	2.8	C	R42D65
J133603.1+535942	204.01305	2.0	53.99514	2.0	297.9	30.5	219.6	22.1	32.5	0.5	25.6	0.3	67.0	2.7	2.8	M	R42D65
J133510.1+540732	203.79214	2.3	54.12567	2.3	70.9	8.4	41.1	5.1	38.4	3.2	28.1	1.9	-40.3	10.7	2.9	S	R42D65
J133515.5+540519	203.81483	2.2	54.08867	2.4	57.5	7.4	38.1	4.9	35.4	3.2	26.6	1.9	22.3	12.2	2.9	S	R42D65
J133449.5+540521	203.70634	2.1	54.08925	2.1	110.4	12.0	74.3	8.0	35.6	1.7	26.1	0.9	28.1	5.3	2.9	S	R42D65
J133415.7+540614	203.5658	2.1	54.10398	2.1	79.9	9.4	68.0	7.5	27.6	1.3	26.6	1.2	-54.5	51.1	3.0	S	R42D65
J133313.0+541038	203.30418	2.2	54.17744	2.4	64.6	8.0	39.9	5.1	35.8	3.1	28.2	2.0	-9.2	13.9	2.9	S	R42D65
J133236.1+541900	203.1506	2.1	54.31668	2.1	87.8	10.0	68.1	7.5	30.4	1.4	26.5	1.1	-15.8	12.7	2.9	S	R42D65
J133207.9+541235	203.03331	2.0	54.20987	2.0	110.7	12.1	97.2	10.2	27.7	0.9	25.7	0.8	-35.8	15.6	2.9	S	R42D65
J133544.4+535727	203.93501	2.0	53.95772	2.0	130.0	13.9	120.2	12.4	26.6	0.7	25.4	0.6	-30.6	19.3	2.8	S	R42D65
J133540.8+535218	203.9203	2.1	53.87189	2.1	151.7	15.8	88.4	9.4	37.5	1.4	28.6	0.9	51.3	5.2	2.9	S	R42D65
J133456.7+535302	203.73636	2.1	53.88398	2.1	73.7	8.9	60.7	6.8	29.3	1.6	25.9	1.2	16.7	16.3	2.9	S	R42D65
J133422.9+535539	203.59544	2.1	53.92772	2.1	83.3	9.7	63.9	7.1	30.6	1.6	26.7	1.2	31.1	14.4	3.0	S	R42D65
J133321.6+535558	203.34041	2.3	53.93278	2.6	61.8	7.7	34.6	4.7	39.8	4.1	28.1	2.2	20.7	11.5	2.9	S	R42D65
J133305.9+535401	203.27496	2.3	53.90039	2.4	107.5	11.6	45.2	5.5	42.5	3.1	35.0	2.3	24.9	14.9	2.9	S	R42D65
J133255.6+535227	203.23196	3.1	53.87444	3.8	112.2	11.7	23.8	3.7	66.0	8.2	44.6	4.8	23.6	14.7	2.9	S	R42D65
J133835.6+532616	204.64864	2.0	53.43804	2.0	225.1	23.0	220.1	22.2	25.4	0.3	25.2	0.3	-56.6	52.0	2.8	S	R42D65
J133714.6+532741	204.31102	2.1	53.4615	2.1	55.7	7.4	53.3	6.1	26.0	1.4	25.1	1.3	64.4	65.2	2.9	S	R42D65
J133816.7+532001	204.56966	2.1	53.33369	2.1	63.0	7.9	55.4	6.3	27.1	1.4	26.3	1.4	-64.7	67.9	2.8	S	R42D65
J133813.4+531826	204.55618	2.1	53.30731	2.1	59.2	7.6	55.2	6.2	27.7	1.5	24.2	1.2	-29.0	16.4	2.8	S	R42D65
J133613.5+533507	204.05661	2.1	53.58539	2.0	201.3	20.6	108.0	11.2	38.7	1.2	30.1	0.8	-86.8	4.7	2.9	S	R42D65
J133508.5+533628	203.78548	2.0	53.60802	2.0	180.9	18.8	155.5	15.9	27.9	0.6	26.0	0.5	-49.9	10.7	3.0	S	R42D65
J133531.8+532913	203.88268	2.1	53.4872	2.1	89.3	10.3	69.7	7.6	29.7	1.4	27.0	1.2	54.6	18.8	3.0	C	R42D65
J133526.0+532835	203.85872	2.6	53.47647	2.2	73.3	8.6	39.4	5.0	43.6	4.1	26.7	1.8	75.9	7.7	3.0	C	R42D65
J133754.9+525946	204.47916	2.0	52.99624	2.0	137.1	14.6	123.3	12.7	27.2	0.7	25.6	0.6	-38.4	15.9	2.9	S	R42D65
J133653.7+530509	204.22408	2.0	53.08596	2.1	149.7	16.2	94.1	9.8	32.0	1.2	24.7	0.7	-69.1	5.8	2.8	M	R42D65
J133547.3+531525	203.94745	2.4	53.25699	2.3	33.1	6.0	27.7	4.1	28.1	3.2	26.6	2.9	80.3	84.2	3.0	S	R42D65
J133422.8+532426	203.59525	2.0	53.4074	2.0	325.2	33.0	281.1	28.3	27.7	0.3	26.1	0.3	86.5	7.3	3.1	C	R42D65
J133421.5+532501	203.58969	2.0	53.41701	2.0	313.6	31.8	276.2	27.8	27.1	0.3	26.2	0.3	46.8	13.6	3.1	C	R42D65
J133446.2+531047	203.69263	2.2	53.17983	2.2	54.6	7.5	45.1	5.5	28.5	2.0	26.5	1.8	-35.5	38.9	3.0	S	R42D65
J133451.3+531434	203.71384	2.4	53.24291	2.4	32.7	6.1	27.6	4.2	28.8	3.5	25.7	2.8	-30.4	42.5	3.0	C	R42D65
J133408.3+531459	203.53481	2.4	53.24987	2.6	92.3	10.2	38.1	5.0	47.5	4.5	31.9	2.4	-37.7	9.9	3.0	S	R42D65
J133413.1+531227	203.55481	2.6	53.20773	2.4	46.4	6.8	30.1	4.4	34.4	4.0	28.1	2.8	-71.9	22.8	3.0	C	R42D65
J133412.0+531150	203.55005	2.3	53.19726	2.1	93.7	10.5	56.9	6.5	39.2	2.5	26.3	1.3	89.7	5.9	3.0	C	R42D65
J133352.9+534321	203.47058	2.3	53.7226	2.3	48.7	7.1	37.0	4.9	32.2	3.1	25.5	2.0	-44.0	16.0	3.1	S	R42D65
J133155.3+534827	202.9807	2.0	53.80758	2.0	233.5	23.8	228.7	23.0	25.5	0.3	25.0	0.3	-47.7	26.9	2.8	S	R42D65
J133100.0+534404	202.75029	2.0	53.73452	2.0	1337.1	133.9	1062.7	106.3	30.4	0.1	25.6	0.1	-69.6	0.7	2.7	M	R42D65
J133037.2+534411	202.6554	2.0	53.73648	2.0	511.6	51.4	433.4	43.4	28.9	0.2	25.6	0.2	-36.7	0.4	2.7	S	R42D65
J133221.9+532818	203.09151	2.0	53.47174	2.0	872.0	87.5	735.9	73.7	28.4	0.1	25.3	0.1	-79.2	1.7	3.0	M	R42D65
J133245.1+531404	203.18797	2.1	53.23461	2.1	51.4	7.3	49.3	5.8	26.5	1.7	24.6	1.5	38.2	34.4	3.0	S	R42D65
J133228.7+532150	203.11964	2.3	53.36413	2.5	32.2	6.1	27.5	4.2	29.4	3.6	24.9	2.6	1.5	28.7	3.0	S	R42D65
J133220.9+531916	203.08713	2.0	53.32132	2.0	142.2	15.1	131.1	13.5	26.5	0.6	25.6	0.6	-81.9	25.3	3.0	S	R42D65
J133027.7+532059	202.61571	2.0	53.34999	2.0	160.2	16.7	151.9	15.4	26.2	0.5	25.2	0.5	-19.7	17.7	2.8	S	R42D65
J132926.0+532613	202.35863	2.0	53.43695	2.0	235.7	24.0	151.5	15.4	36.3	0.8	26.8	0.5	21.8	4.9	2.7	S	R41D65
J133129.8+542632	202.87457	2.0	54.44236	2.0	938.1	94.2	608.4	60.9	32.9	0.2	28.4	0.1	43.5	1.6	2.9	M	R41D66
J133030.0+543515	202.62508	2.4	54.58774	2.3	52.4	7.2	33.6	4.7	32.9	3.3	29.6	2.7	-62.7	38.8	3.0	S	R41D66
J132805.7+544013	202.02412	2.1	54.67042	2.1	72.4	9.3	75.2	8.2	24.7	1.1	24.4	1.1	19.8	90.0	3.3	S	R41D66
J132816.8+543740	202.0703	2.5	54.62798	3.0	49.8	7.2	28.2	4.5	37.8	5.2	29.3	3.3	-5.0	22.8	3.3	S	R41D66
J132825.2+543245	202.10529	2.6	54.54604	2.7	34.3	6.3	24.6	4.2	30.8	4.4	28.3	3.7	-3.9	69.1	3.2	S	R41D66
J133005.0+541453	202.52095	2.0	54.24807	2.0	395.7	40.0	257.6	25.9	32.4	0.4	27.8	0.3	75.8	3.5	2.8	M	R41D66
